Chromosome	TADborder	p53_inactive	p53_active_1h	p53_active_4h	p53_active_7h	p53_active_10h	p53_active_24h	individual_TADstate.p53_inactive	individual_TADstate.p53_active_1h	individual_TADstate.p53_active_4h	individual_TADstate.p53_active_7h	individual_TADstate.p53_active_10h	individual_TADstate.p53_active_24h	Category_tads
2937	chr4	 88950000	10	 5	 0	 0	 0	 0	TAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
2938	chr10	 88950000	 6	 0	 0	 0	 0	10	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2939	chr15	 88978125	10	 9	 6	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
2940	chr2	 89000000	10	 6	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2941	chr9	 89000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2942	chr16	 89050000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2943	chr1	 89100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2944	chr14	 89200000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2945	chr8	 89200000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2946	chr10	 89287500	10	 6	 4	 5	 8	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
2947	chr16	 89293750	 6	 4	 7	 7	10	10	TAD	NoTAD	TAD	TAD	TAD	TAD	TAD-NoTAD-TAD-TAD-TAD-TAD
2948	chrX	 89300000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2949	chr1	 89362500	10	 8	10	 7	 6	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2950	chr11	 89375000	 6	 0	 0	 0	 9	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
2951	chr12	 89400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2952	chr15	 89400000	 9	 9	10	10	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2953	chr2	 89400000	 6	 0	 0	 0	 7	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
2954	chr14	 89450000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2955	chr4	 89450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2956	chr11	 89500000	 0	 4	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2957	chr10	 89550000	 6	 0	 7	 0	10	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
2958	chr16	 89612500	 9	 5	 4	 8	 7	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
2959	chr8	 89628125	 0	 6	 5	 9	10	 8	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
2960	chr2	 89650000	 0	 0	 0	 4	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2961	chr6	 89650000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2962	chr5	 89734375	10	 8	 5	 6	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2963	chr7	 89798437	10	10	10	10	 8	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2964	chr15	 89800000	 9	 9	 6	 6	 9	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
2965	chr12	 89900000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2966	chr11	 89950000	10	 6	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2967	chr1	 89950000	10	10	 5	 9	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2968	chr15	 89950000	 0	 0	 0	 0	 0	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2969	chr16	 89950000	 9	 5	 4	 0	 7	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
2970	chr9	 89978125	10	 7	 8	 6	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2971	chr2	 90000000	 6	 0	 8	 0	 0	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
2972	chr4	 90064062	10	 6	 7	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2973	chr7	 90093750	10	 5	 5	 6	 6	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2974	chr5	 90100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2975	chr2	 90200000	 0	 9	 0	 3	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
2976	chr15	 90200000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
2977	chr1	 90250000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2978	chr9	 90300000	10	 8	10	 9	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2979	chr3	 90300000	 0	 0	 0	 0	10	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
2980	chr10	 90375000	10	 0	 5	 0	 4	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
2981	chr14	 90400000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2982	chr4	 90400000	10	 0	 0	 0	 6	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
2983	chr7	 90400000	 7	 3	 5	 0	 9	 4	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
2984	chr5	 90450000	 0	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2985	chr3	 90500000	10	10	10	10	 0	10	TAD	TAD	TAD	TAD	NoTAD	TAD	TAD-TAD-TAD-TAD-NoTAD-TAD
2986	chr1	 90500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2987	chr6	 90526562	 8	 9	 8	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2988	chr9	 90550000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2989	chr15	 90650000	 0	10	 9	10	10	 7	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
2990	chr7	 90681250	 7	 6	10	 6	 9	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2991	chr4	 90700000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2992	chr10	 90700000	 5	 5	 0	 8	 7	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
2993	chr8	 90725000	 5	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2994	chrX	 90750000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
2995	chr14	 90750000	10	 9	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2996	chr5	 90750000	10	10	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
2997	chr15	 90850000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
2998	chr4	 90868750	10	 4	 0	10	10	 0	TAD	NoTAD	NoTAD	TAD	TAD	NoTAD	TAD-NoTAD-NoTAD-TAD-TAD-NoTAD
2999	chr9	 90950000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3000	chr10	 91000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3001	chr8	 91000000	 7	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3002	chr15	 91100000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3003	chr4	 91125000	 6	 6	 0	 0	 0	 0	TAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
3004	chr9	 91200000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3005	chr14	 91267187	 5	 8	 5	 6	 6	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3006	chr4	 91275000	 6	 0	10	 0	10	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
3007	chr6	 91296875	 5	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3008	chr12	 91350000	10	10	10	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3009	chr6	 91450000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3010	chr7	 91450000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3011	chr10	 91500000	10	10	10	10	 9	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3012	chr4	 91550000	10	 0	 8	 0	10	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
3013	chr15	 91550000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3014	chr14	 91650000	10	 8	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3015	chr12	 91750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3016	chr13	 91770312	10	 6	10	 9	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3017	chr14	 91900000	10	 8	10	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3018	chr2	 91900000	 6	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3019	chr9	 91900000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3020	chr1	 91925000	10	 9	10	 8	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3021	chrX	 92000000	 7	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3022	chr8	 92000000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3023	chr13	 92035937	10	10	 9	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3024	chr8	 92150000	 0	 7	 8	 7	 0	10	NoTAD	TAD	TAD	TAD	NoTAD	TAD	NoTAD-TAD-TAD-TAD-NoTAD-TAD
3025	chr9	 92150000	10	 8	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3026	chr7	 92164062	 7	 8	 9	10	10	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3027	chr2	 92237500	10	 6	10	 6	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3028	chr14	 92250000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3029	chr4	 92250000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3030	chr9	 92350000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3031	chr1	 92400000	10	10	10	 0	 0	10	TAD	TAD	TAD	NoTAD	NoTAD	TAD	TAD-TAD-TAD-NoTAD-NoTAD-TAD
3032	chr8	 92446875	10	10	 7	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3033	chr14	 92500000	10	 7	 7	 8	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3034	chr4	 92600000	 0	 0	 6	 0	 0	 0	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
3035	chr10	 92615625	10	 6	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3036	chr15	 92650000	 5	 0	 0	 3	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3037	chr11	 92650000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3038	chr7	 92710937	10	 7	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3039	chr4	 92850000	 8	 0	 8	 0	10	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
3040	chr9	 92875000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3041	chr15	 92900000	 0	 0	 6	 0	 7	 0	NoTAD	NoTAD	TAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-TAD-NoTAD-TAD-NoTAD
3042	chr11	 92950000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3043	chr12	 93100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3044	chr14	 93250000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3045	chr15	 93275000	 7	 8	 8	10	 5	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3046	chr1	 93300000	10	 8	 7	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3047	chr5	 93350000	 0	 6	 0	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
3048	chr4	 93375000	 6	 6	 0	 0	 0	 0	TAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
3049	chr11	 93550000	10	10	10	 7	 9	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3050	chr3	 93550000	 0	 0	 0	 0	10	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3051	chr15	 93554687	 6	 5	 8	 5	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3052	chr4	 93650000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3053	chr9	 93650000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3054	chr14	 93678125	 9	 7	 7	 8	 6	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3055	chr10	 93712500	 4	10	10	 9	10	 6	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
3056	chr12	 93850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3057	chr3	 93875000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3058	chr7	 93950000	 9	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3059	chr4	 93950000	 9	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3060	chr14	 93950000	 0	 0	 0	 0	 0	 7	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3061	chr14	 94100000	 9	10	 6	 7	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3062	chr14	 94250000	 0	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3063	chr11	 94250000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3064	chr5	 94300000	10	 8	 7	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3065	chr10	 94306250	 7	 7	 8	 6	 7	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3066	chr14	 94400000	 9	10	 6	 7	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3067	chr1	 94400000	 6	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3068	chr9	 94500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3069	chr12	 94500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3070	chr10	 94562500	 9	 0	 5	 6	 6	 0	TAD	NoTAD	TAD	TAD	TAD	NoTAD	TAD-NoTAD-TAD-TAD-TAD-NoTAD
3071	chr14	 94600000	 8	 0	 0	 0	 0	 8	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3072	chr5	 94653125	 9	 5	 0	 4	 7	 5	TAD	TAD	NoTAD	NoTAD	TAD	TAD	TAD-TAD-NoTAD-NoTAD-TAD-TAD
3073	chr8	 94671875	10	 6	10	 9	 8	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3074	chr4	 94700000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3075	chr15	 94700000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3076	chr11	 94850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3077	chr14	 94850000	 8	 0	 0	 0	 0	10	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3078	chr9	 94851562	 9	10	 9	10	 8	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3079	chr5	 94943750	10	 6	 4	 4	 9	 6	TAD	TAD	NoTAD	NoTAD	TAD	TAD	TAD-TAD-NoTAD-NoTAD-TAD-TAD
3080	chr15	 94950000	 0	 4	10	10	 0	 7	NoTAD	NoTAD	TAD	TAD	NoTAD	TAD	NoTAD-NoTAD-TAD-TAD-NoTAD-TAD
3081	chr1	 94950000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3082	chr4	 94950000	 0	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3083	chr8	 95000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3084	chr14	 95065625	 8	 7	 7	 6	 6	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3085	chr13	 95075000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3086	chr7	 95150000	10	 0	 0	 0	 4	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3087	chr15	 95150000	 3	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3088	chr5	 95196875	10	 6	 7	 4	10	 6	TAD	TAD	TAD	NoTAD	TAD	TAD	TAD-TAD-TAD-NoTAD-TAD-TAD
3089	chr4	 95250000	 4	 4	 6	 5	10	 4	NoTAD	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD-NoTAD-TAD-TAD-TAD-NoTAD
3090	chr10	 95300000	 9	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3091	chr1	 95300000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3092	chr7	 95350000	 0	10	10	10	 0	10	NoTAD	TAD	TAD	TAD	NoTAD	TAD	NoTAD-TAD-TAD-TAD-NoTAD-TAD
3093	chr14	 95375000	 3	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3094	chr15	 95400000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3095	chr8	 95400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3096	chr10	 95462500	 0	10	 8	10	 9	10	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
3097	chr11	 95500000	 8	 8	10	 6	 7	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3098	chr2	 95500000	 0	 0	 0	 5	 0	 0	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
3099	chr7	 95500000	10	 0	 0	 0	 6	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3100	chr4	 95550000	10	 7	 9	 0	10	 4	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
3101	chrX	 95578125	10	 7	 7	 7	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
